"Широта";"Долгота";"Описание";"Подпись";"Номер метки"
54.999702;36.425556;"Договор 2774, 2018 г.";"2774";1429
55.013477;36.464527;"Договор 579, 2017 г.";"579";1430
55.005883;36.474555;"Договор 580, 2017 г.";"580";1431
55.005811;36.474851;"Договор 599, 2017 г.";"599";1432
55.017972;36.514906;"Договор 581, 2017 г.";"581";1433
54.996880;36.438803;"Договор 582, 2017 г.";"582";1434
54.996904;36.438599;"Договор 2860, 2019 г.";"2860";1435
54.996923;36.438721;"Договор 2866, 2019 г.";"2866";1436
55.013594;36.464655;"Договор 583, 2017 г.";"583";1437
55.017618;36.468431;"Договор 585, 2017 г.";"585";1438
54.998135;36.465920;"Договор 589, 2017 г.";"589";1439
55.008356;36.466560;"Договор 591, 2017 г.";"591";1440
54.892643;36.425293;"Договор 593, 2017 г.";"593";1441
55.006427;36.463540;"Договор 598, 2017 г.";"598";1442
55.006010;36.471412;"Договор 600, 2017 г.";"600";1443
54.998915;36.468801;"Договор 603, 2017 г.";"603";1444
54.998961;36.469012;"Договор 649, 2018 г.";"649";1445
54.998790;36.468837;"Договор 668, 2018 г.";"668";1446
54.998863;36.468748;"Договор 670, 2018 г.";"670";1447
54.998860;36.468808;"Договор 675, 2018 г.";"675";1448
54.998979;36.468900;"Договор 2733, 2018 г.";"2733";1449
55.009942;36.461623;"Договор 604, 2017 г.";"604";1450
55.030526;36.474609;"Договор 605, 2017 г.";"605";1451
55.030615;36.474964;"Договор 606, 2017 г.";"606";1452
55.030683;36.474916;"Договор 3020, 2020 г.";"3020";1453
55.002184;36.447712;"Договор 607, 2017 г.";"607";1454
55.000046;36.446029;"Договор 608, 2017 г.";"608";1455
55.009828;36.469360;"Договор 609, 2017 г.";"609";1456
55.011545;36.451883;"Договор 610, 2017 г.";"610";1457
55.011820;36.452080;"Договор 2988, 2020 г.";"2988";1458
55.000604;36.422578;"Договор 611, 2017 г.";"611";1459
55.009944;36.475778;"Договор 612, 2017 г.";"612";1460
55.011858;36.451640;"Договор 615, 2017 г.";"615";1461
55.006374;36.463513;"Договор 616, 2017 г.";"616";1462
54.767823;36.266778;"Договор 617, 2017 г.";"617";1463
54.997089;36.447811;"Договор 618, 2017 г.";"618";1464
55.011641;36.462288;"Договор 619, 2017 г.";"619";1465
55.002771;36.468269;"Договор 621, 2017 г.";"621";1466
55.002740;36.468334;"Договор 2407";"2407";1467
55.016332;36.473497;"Договор 622, 2017 г.";"622";1468
54.925422;36.478987;"Договор 623, 2017 г.";"623";1469
54.992049;36.470342;"Договор 624, 2017 г.";"624";1470
55.009772;36.469595;"Договор 625, 2017 г.";"625";1471
55.006453;36.463322;"Договор 626, 2017 г.";"626";1472
55.004067;36.472030;"Договор 628, 2017 г.";"628";1473
55.014455;36.421560;"Договор 629, 2017 г.";"629";1474
55.010138;36.463907;"Договор 631, 2017 г.";"631";1475
55.016825;36.472163;"Договор 632, 2017 г.";"632";1476
55.016973;36.471902;"Договор 680, 2018 г.";"680";1477
54.990907;36.466221;"Договор 633, 2017 г.";"633";1478
55.012596;36.478978;"Договор 635, 2017 г.";"635";1479
55.012348;36.478999;"Договор 2204, 2022 г.";"2204";1480
55.012559;36.479120;"Договор 2432";"2432";1481
55.006371;36.463563;"Договор 636, 2018 г.";"636";1482
55.008018;36.446460;"Договор 637, 2018 г.";"637";1483
55.096574;36.604614;"Договор 638, 2018 г.";"638";1484
55.006909;36.471482;"Договор 639, 2018 г.";"639";1485
55.006927;36.471596;"Договор 2996, 2020 г.";"2996";1486
55.012247;36.465817;"Договор 640, 2018 г.";"640";1487
54.813168;36.308197;"Договор 642, 2018 г.";"642";1488
54.813156;36.307990;"Договор 650, 2018 г.";"650";1489
55.014895;36.435305;"Договор 643, 2018 г.";"643";1490
55.014814;36.435368;"Договор 2835, 2019 г.";"2835";1491
55.011596;36.458237;"Договор 644, 2018 г.";"644";1492
55.016762;36.462416;"Договор 645, 2018 г.";"645";1493
55.009143;36.461284;"Договор 646, 2018 г.";"646";1494
55.000839;36.455255;"Договор 647, 2018 г.";"647";1495
54.995944;36.448463;"Договор 648, 2018 г.";"648";1496
55.009316;36.464128;"Договор 651, 2018 г.";"651";1497
55.119249;36.577161;"Договор 652, 2018 г.";"652";1498
55.011227;36.470884;"Договор 653, 2018 г.";"653";1499
55.120575;36.606154;"Договор 655, 2018 г.";"655";1500
54.989744;36.468940;"Договор 656, 2018 г.";"656";1501
55.011253;36.457288;"Договор 657, 2018 г.";"657";1502
54.995818;36.460597;"Договор 658, 2018 г.";"658";1503
55.139464;36.621857;"Договор 659, 2018 г.";"659";1504
55.013525;36.464589;"Договор 660, 2018 г.";"660";1505
55.012964;36.449409;"Договор 662, 2018 г.";"662";1506
55.013547;36.464426;"Договор 663, 2018 г.";"663";1507
55.013614;36.464501;"Договор 664, 2018 г.";"664";1508
55.013472;36.464585;"Договор 666, 2018 г.";"666";1509
55.013670;36.464640;"Договор 669, 2018 г.";"669";1510
55.093343;36.611142;"Договор 667, 2018 г.";"667";1511
55.013518;36.464775;"Договор 671, 2018 г.";"671";1512
55.015829;36.474226;"Договор 672, 2018 г.";"672";1513
54.841633;36.654078;"Договор 673, 2018 г.";"673";1514
55.013680;36.459829;"Договор 674, 2018 г.";"674";1515
55.018130;36.487798;"Договор 678, 2018 г.";"678";1516
55.012228;36.457123;"Договор 2681, 2018 г.";"2681";1517
55.011348;36.463879;"Договор 2682, 2018 г.";"2682";1518
55.011363;36.459247;"Договор 2685, 2018 г.";"2685";1519
55.012214;36.460857;"Договор 2686, 2018 г.";"2686";1520
55.011647;36.459814;"Договор 2693, 2018 г.";"2693";1521
55.119950;36.587621;"Договор 2687, 2018 г.";"2687";1522
55.010491;36.496001;"Договор 2688, 2018 г.";"2688";1523
55.001779;36.444232;"Договор 2689, 2018 г.";"2689";1524
55.001069;36.459274;"Договор 2692, 2018 г.";"2692";1525
55.011750;36.462010;"Договор 2694, 2018 г.";"2694";1526
55.011673;36.462241;"Договор 2715, 2018 г.";"2715";1527
55.001828;36.446216;"Договор 2695, 2018 г.";"2695";1528
55.000811;36.469757;"Договор 2696, 2018 г.";"2696";1529
55.000876;36.469759;"Договор 2701, 2018 г.";"2701";1530
54.992199;36.428959;"Договор 2697, 2018 г.";"2697";1531
55.001202;36.444980;"Договор 2698, 2018 г.";"2698";1532
54.999339;36.430661;"Договор 2699, 2018 г.";"2699";1533
54.999222;36.430702;"Договор 2713, 2018 г.";"2713";1534
54.999333;36.430499;"Договор 2717, 2018 г.";"2717";1535
54.999273;36.430289;"Договор 2728, 2018 г.";"2728";1536
54.999096;36.430521;"Договор 2741, 2018 г.";"2741";1537
54.999079;36.430431;"Договор 2745, 2018 г.";"2745";1538
54.999281;36.430654;"Договор 2749, 2018 г.";"2749";1539
54.999237;36.430692;"Договор 2759, 2018 г.";"2759";1540
55.001276;36.453822;"Договор 2702, 2018 г.";"2702";1541
55.001424;36.453478;"Договор 2744, 2018 г.";"2744";1542
55.001418;36.453764;"Договор 2775, 2018 г.";"2775";1543
55.001442;36.453629;"Договор 2882, 2019 г.";"2882";1544
55.001372;36.453584;"Договор 2906, 2019 г.";"2906";1545
55.001432;36.453759;"Договор 2925, 2019 г.";"2925";1546
55.017791;36.489418;"Договор 2703, 2018 г.";"2703";1547
55.009550;36.478992;"Договор 2705, 2018 г.";"2705";1548
55.009491;36.478656;"Договор 2719, 2018 г.";"2719";1549
54.991129;36.466347;"Договор 2706, 2018 г.";"2706";1550
55.011497;36.469866;"Договор 2707, 2018 г.";"2707";1551
55.026226;36.363074;"Договор 2708, 2018 г.";"2708";1552
55.026153;36.362929;"Договор 2729, 2018 г.";"2729";1553
55.026327;36.362735;"Договор 2751, 2018 г.";"2751";1554
55.026288;36.362966;"Договор 2086, 2021 г.";"2086";1555
55.026075;36.363073;"Договор 2104, 2021 г.";"2104";1556
55.013612;36.464766;"Договор 2711, 2018 г.";"2711";1557
55.017255;36.483704;"Договор 2712, 2018 г.";"2712";1558
55.005408;36.470939;"Договор 2716, 2018 г.";"2716";1559
55.007207;36.462000;"Договор 2718, 2018 г.";"2718";1560
55.005050;36.440244;"Договор 2721, 2018 г.";"2721";1561
54.995621;36.537854;"Договор 2722, 2018 г.";"2722";1562
54.995594;36.537666;"Договор 2753, 2018 г.";"2753";1563
54.995405;36.431098;"Договор 2723, 2018 г.";"2723";1564
55.000406;36.456327;"Договор 2724, 2018 г.";"2724";1565
55.012620;36.456975;"Договор 2725, 2018 г.";"2725";1566
55.012197;36.465963;"Договор 2726, 2018 г.";"2726";1567
55.006518;36.458618;"Договор 2727, 2018 г.";"2727";1568
54.989663;36.468778;"Договор 2732, 2018 г.";"2732";1569
55.004326;36.450640;"Договор 2734, 2018 г.";"2734";1570
55.006492;36.445065;"Договор 2735, 2018 г.";"2735";1571
55.006501;36.445078;"Договор 2752, 2018 г.";"2752";1572
54.972322;36.327717;"Договор 2736, 2018 г.";"2736";1573
54.870505;36.544415;"Договор 2738, 2018 г.";"2738";1574
55.013572;36.464754;"Договор 2739, 2018 г.";"2739";1575
55.007312;36.461940;"Договор 2742, 2018 г.";"2742";1576
54.840878;36.652345;"Договор 2746, 2018 г.";"2746";1577
55.010460;36.491175;"Договор 2747, 2018 г.";"2747";1578
55.014688;36.436276;"Договор 2748, 2018 г.";"2748";1579
55.008060;36.437932;"Договор 2750, 2018 г.";"2750";1580
55.008054;36.437712;"Договор 2162, 2021 г.";"2162";1581
55.007356;36.461685;"Договор 2754, 2018 г.";"2754";1582
55.000360;36.444085;"Договор 2755, 2018 г.";"2755";1583
54.996318;36.474410;"Договор 2757, 2018 г.";"2757";1584
55.011986;36.457359;"Договор 2758, 2018 г.";"2758";1585
55.012081;36.457726;"Договор 2850, 2019 г.";"2850";1586
55.013581;36.464390;"Договор 2760, 2018 г.";"2760";1587
54.997596;36.444643;"Договор 2761, 2018 г.";"2761";1588
54.911935;36.374624;"Договор 2763, 2018 г.";"2763";1589
54.911936;36.374537;"Договор 2891, 2019 г.";"2891";1590
55.010598;36.460711;"Договор 2764, 2018 г.";"2764";1591
55.121830;36.584796;"Договор 2765, 2018 г.";"2765";1592
55.011542;36.460176;"Договор 2766, 2018 г.";"2766";1593
55.012663;36.456981;"Договор 2768, 2018 г.";"2768";1594
55.005588;36.465471;"Договор 2769, 2018 г.";"2769";1595
55.005394;36.465095;"Договор 2771, 2018 г.";"2771";1596
55.005448;36.464898;"Договор 2789, 2018 г.";"2789";1597
55.010422;36.456077;"Договор 2772, 2018 г.";"2772";1598
54.997637;36.440088;"Договор 2773, 2018 г.";"2773";1599
54.997524;36.440051;"Договор 2256";"2256";1600
54.997735;36.440432;"Договор 2294";"2294";1601
55.013525;36.464434;"Договор 2776, 2018 г.";"2776";1602
55.012479;36.459402;"Договор 2777, 2018 г.";"2777";1603
55.005855;36.444586;"Договор 2778, 2018 г.";"2778";1604
55.005869;36.444682;"Договор 2781, 2018 г.";"2781";1605
55.005982;36.444804;"Договор 2931, 2019 г.";"2931";1606
54.949876;36.553950;"Договор 2779, 2018 г.";"2779";1607
55.001352;36.468982;"Договор 2780, 2018 г.";"2780";1608
55.001141;36.469132;"Договор 2799, 2018 г.";"2799";1609
55.001291;36.468927;"Договор 2864, 2019 г.";"2864";1610
55.001266;36.468839;"Договор 2909, 2019 г.";"2909";1611
55.001239;36.469112;"Договор 2979, 2019 г.";"2979";1612
55.005813;36.444819;"Договор 2782, 2018 г.";"2782";1613
55.009627;36.479766;"Договор 2783, 2018 г.";"2783";1614
55.007126;36.468946;"Договор 2786, 2018 г.";"2786";1615
55.000622;36.446251;"Договор 2788, 2018 г.";"2788";1616
55.000641;36.446064;"Договор 2800, 2018 г.";"2800";1617
54.998105;36.421872;"Договор 2790, 2018 г.";"2790";1618
55.013168;36.476930;"Договор 2791, 2018 г.";"2791";1619
55.013281;36.477067;"Договор 2633";"2633";1620
54.997816;36.442119;"Договор 2792, 2018 г.";"2792";1621
55.006576;36.458404;"Договор 2793, 2018 г.";"2793";1622
55.012389;36.466068;"Договор 2794, 2018 г.";"2794";1623
55.008188;36.463410;"Договор 2795, 2018 г.";"2795";1624
55.019105;36.490431;"Договор 2796, 2018 г.";"2796";1625
54.838281;36.642097;"Договор 2797, 2018 г.";"2797";1626
54.838194;36.642204;"Договор 3093, 2020 г.";"3093";1627
54.838143;36.642236;"Договор 2212, 2022 г.";"2212";1628
55.013630;36.464480;"Договор 2798, 2018 г.";"2798";1629
55.013141;36.465032;"Договор 2801, 2018 г.";"2801";1630
55.013296;36.465247;"Договор 2810, 2018 г.";"2810";1631
54.997993;36.446512;"Договор 2802, 2018 г.";"2802";1632
55.009851;36.469264;"Договор 2803, 2018 г.";"2803";1633
55.009748;36.469564;"Договор 2824, 2019 г.";"2824";1634
55.009880;36.469313;"Договор 2890, 2019 г.";"2890";1635
55.009625;36.469199;"Договор 3088, 2020 г.";"3088";1636
55.009778;36.469504;"Договор 3126, 2021 г.";"3126";1637
55.009707;36.469455;"Договор 2114, 2021 г.";"2114";1638
55.009608;36.469443;"Договор 2235, 2022 г.";"2235";1639
55.009887;36.469537;"Договор 2237, 2022 г.";"2237";1640
55.009840;36.469392;"Договор 2329";"2329";1641
55.009673;36.469372;"Договор 2338";"2338";1642
55.009857;36.469568;"Договор 2413";"2413";1643
55.009881;36.469233;"Договор 2422";"2422";1644
55.009854;36.469537;"Договор 2433";"2433";1645
55.009828;36.469524;"Договор 2521";"2521";1646
55.009761;36.469281;"Договор 2522";"2522";1647
55.009636;36.469212;"Договор 2563";"2563";1648
55.017474;36.471601;"Договор 2804, 2018 г.";"2804";1649
55.017310;36.471485;"Договор 2815, 2018 г.";"2815";1650
55.032757;36.492615;"Договор 2805, 2018 г.";"2805";1651
55.032895;36.492620;"Договор 2818, 2018 г.";"2818";1652
55.009341;36.460851;"Договор 2807, 2018 г.";"2807";1653
55.009380;36.460782;"Договор 3106, 2020 г.";"3106";1654
55.018197;36.470480;"Договор 2808, 2018 г.";"2808";1655
55.118655;36.598020;"Договор 2809, 2018 г.";"2809";1656
54.820203;36.321012;"Договор 2811, 2018 г.";"2811";1657
55.011304;36.495052;"Договор 2813, 2018 г.";"2813";1658
55.006309;36.463390;"Договор 2814, 2018 г.";"2814";1659
55.005797;36.465460;"Договор 2816, 2018 г.";"2816";1660
54.999964;36.455128;"Договор 2819, 2018 г.";"2819";1661
55.000152;36.455481;"Договор 2831, 2019 г.";"2831";1662
55.000060;36.455112;"Договор 2865, 2019 г.";"2865";1663
55.005875;36.444815;"Договор 2820, 2018 г.";"2820";1664
55.005853;36.444933;"Договор 2827, 2019 г.";"2827";1665
55.008294;36.460392;"Договор 2821, 2018 г.";"2821";1666
55.005709;36.465311;"Договор 2823, 2019 г.";"2823";1667
55.122564;36.578330;"Договор 2825, 2019 г.";"2825";1668
54.992215;36.470351;"Договор 2826, 2019 г.";"2826";1669
54.998104;36.448075;"Договор 2828, 2019 г.";"2828";1670
55.010673;36.464273;"Договор 2829, 2019 г.";"2829";1671
55.010638;36.464582;"Договор 2830, 2019 г.";"2830";1672
55.018685;36.489127;"Договор 2833, 2019 г.";"2833";1673
55.018647;36.489011;"Договор 2838, 2019 г.";"2838";1674
55.013389;36.477273;"Договор 2834, 2019 г.";"2834";1675
55.009457;36.451071;"Договор 2836, 2019 г.";"2836";1676
55.003349;36.468057;"Договор 2837, 2019 г.";"2837";1677
55.007291;36.461686;"Договор 2841, 2019 г.";"2841";1678
54.997315;36.447845;"Договор 2844, 2019 г.";"2844";1679
55.038256;36.495253;"Договор 2845, 2019 г.";"2845";1680
54.805123;36.304768;"Договор 2847, 2019 г.";"2847";1681
54.999869;36.433479;"Договор 2851, 2019 г.";"2851";1682
55.020527;36.473880;"Договор 2852, 2019 г.";"2852";1683
55.016950;36.486821;"Договор 2853, 2019 г.";"2853";1684
55.012538;36.480002;"Договор 2854, 2019 г.";"2854";1685
55.012498;36.479746;"Договор 3141, 2021 г.";"3141";1686
55.012430;36.479748;"Договор 3147, 2021 г.";"3147";1687
55.013463;36.464454;"Договор 2855, 2019 г.";"2855";1688
55.013495;36.464758;"Договор 2146, 2021 г.";"2146";1689
55.020198;36.483289;"Договор 2856, 2019 г.";"2856";1690
55.007303;36.461955;"Договор 2857, 2019 г.";"2857";1691
55.007417;36.461820;"Договор 2353";"2353";1692
55.007240;36.461971;"Договор 2431";"2431";1693
55.005832;36.469889;"Договор 2858, 2019 г.";"2858";1694
55.005912;36.469972;"Договор 2083, 2021 г.";"2083";1695
55.005843;36.470073;"Договор 2091, 2021 г.";"2091";1696
55.015615;36.482402;"Договор 2861, 2019 г.";"2861";1697
54.990998;36.466334;"Договор 2862, 2019 г.";"2862";1698
55.019690;36.490855;"Договор 2863, 2019 г.";"2863";1699
55.003786;36.458120;"Договор 2867, 2019 г.";"2867";1700
55.005073;36.462624;"Договор 2872, 2019 г.";"2872";1701
55.005057;36.462759;"Договор 2884, 2019 г.";"2884";1702
55.005041;36.462603;"Договор 2938, 2019 г.";"2938";1703
55.005124;36.462598;"Договор 2980, 2020 г.";"2980";1704
55.005305;36.462638;"Договор 2992, 2020 г.";"2992";1705
55.005171;36.462861;"Договор 3000, 2020 г.";"3000";1706
55.005068;36.462667;"Договор 3030, 2020 г.";"3030";1707
55.005257;36.462763;"Договор 2076, 2021 г.";"2076";1708
55.005184;36.462833;"Договор 2121, 2021 г.";"2121";1709
55.013555;36.457391;"Договор 2874, 2019 г.";"2874";1710
55.006507;36.440345;"Договор 2875, 2019 г.";"2875";1711
55.006475;36.440031;"Договор 2895, 2019 г.";"2895";1712
55.006367;36.439913;"Договор 3075, 2020 г.";"3075";1713
55.019143;36.490089;"Договор 2876, 2019 г.";"2876";1714
55.009778;36.469592;"Договор 2877, 2019 г.";"2877";1715
55.009131;36.477592;"Договор 2878, 2019 г.";"2878";1716
54.996357;36.474195;"Договор 2879, 2019 г.";"2879";1717
54.996485;36.474239;"Договор 2943, 2019 г.";"2943";1718
55.024391;36.465600;"Договор 2881, 2019 г.";"2881";1719
54.943177;36.324860;"Договор 2883, 2019 г.";"2883";1720
54.943090;36.324654;"Договор 3061, 2020 г.";"3061";1721
55.013683;36.464450;"Договор 2885, 2019 г.";"2885";1722
55.012959;36.459870;"Договор 2886, 2019 г.";"2886";1723
54.577142;35.438757;"Договор 2887, 2019 г.";"2887";1724
55.010828;36.464312;"Договор 2889, 2019 г.";"2889";1725
54.880622;36.573769;"Договор 2892, 2019 г.";"2892";1726
55.009211;36.452547;"Договор 2893, 2019 г.";"2893";1727
54.999917;36.253022;"Договор 2897, 2019 г.";"2897";1728
55.009141;36.461164;"Договор 2899, 2019 г.";"2899";1729
54.997115;36.447842;"Договор 2900, 2019 г.";"2900";1730
54.997026;36.448009;"Договор 2561";"2561";1731
55.001816;36.451672;"Договор 2901, 2019 г.";"2901";1732
55.004243;36.448501;"Договор 2902, 2019 г.";"2902";1733
55.006000;36.437478;"Договор 2904, 2019 г.";"2904";1734
54.922576;36.443761;"Договор 2905, 2019 г.";"2905";1735
54.922737;36.443485;"Договор 3068, 2020 г.";"3068";1736
55.017378;36.484495;"Договор 2908, 2019 г.";"2908";1737
55.004376;36.450569;"Договор 2910, 2019 г.";"2910";1738
55.004234;36.450615;"Договор 2933, 2019 г.";"2933";1739
55.003390;36.465456;"Договор 2912, 2019 г.";"2912";1740
55.012973;36.462365;"Договор 2914, 2019 г.";"2914";1741
55.012892;36.462091;"Договор 3016, 2020 г.";"3016";1742
55.007391;36.463944;"Договор 2915, 2019 г.";"2915";1743
55.005742;36.465062;"Договор 2916, 2019 г.";"2916";1744
55.007640;36.423716;"Договор 2918, 2019 г.";"2918";1745
55.001350;36.448346;"Договор 2919, 2019 г.";"2919";1746
55.001330;36.448566;"Договор 2959, 2019 г.";"2959";1747
55.001299;36.448483;"Договор 2065, 2021 г.";"2065";1748
55.001261;36.448376;"Договор 2150, 2021 г.";"2150";1749
55.001280;36.448432;"Договор 2304";"2304";1750
55.052893;36.567306;"Договор 2920, 2019 г.";"2920";1751
55.007467;36.470479;"Договор 2921, 2019 г.";"2921";1752
55.083927;36.571332;"Договор 2922, 2019 г.";"2922";1753
55.003332;36.464522;"Договор 2923, 2019 г.";"2923";1754
55.013659;36.457493;"Договор 2924, 2019 г.";"2924";1755
55.013630;36.457582;"Договор 2363";"2363";1756
55.002743;36.470979;"Договор 2926, 2019 г.";"2926";1757
54.977949;36.184215;"Договор 2927, 2019 г.";"2927";1758
54.925510;36.479286;"Договор 2929, 2019 г.";"2929";1759
55.010271;36.472531;"Договор 2930, 2019 г.";"2930";1760
55.010025;36.472664;"Договор 3146, 2021 г.";"3146";1761
55.011464;36.457190;"Договор 2932, 2019 г.";"2932";1762
55.010561;36.495749;"Договор 2934, 2019 г.";"2934";1763
55.006111;36.471610;"Договор 2935, 2019 г.";"2935";1764
55.006260;36.471468;"Договор 2965, 2019 г.";"2965";1765
55.006149;36.471280;"Договор 2474";"2474";1766
55.003924;36.450580;"Договор 2936, 2019 г.";"2936";1767
54.988876;36.250573;"Договор 2937, 2019 г.";"2937";1768
54.989061;36.250946;"Договор 2951, 2019 г.";"2951";1769
55.010834;36.459680;"Договор 2939, 2019 г.";"2939";1770
55.000371;36.440639;"Договор 2940, 2019 г.";"2940";1771
55.000386;36.440446;"Договор 2957, 2019 г.";"2957";1772
55.000492;36.440581;"Договор 2971, 2019 г.";"2971";1773
55.010163;36.472406;"Договор 2942, 2019 г.";"2942";1774
55.010006;36.472585;"Договор 2969, 2019 г.";"2969";1775
55.010215;36.472564;"Договор 2410";"2410";1776
55.052408;36.468171;"Договор 2947, 2019 г.";"2947";1777
55.052457;36.467968;"Договор 2143, 2021 г.";"2143";1778
55.009798;36.460254;"Договор 2948, 2019 г.";"2948";1779
55.012015;36.439795;"Договор 2950, 2019 г.";"2950";1780
55.012047;36.439787;"Договор 2269";"2269";1781
55.016455;36.484563;"Договор 2952, 2019 г.";"2952";1782
55.025289;36.467140;"Договор 2953, 2019 г.";"2953";1783
55.025242;36.467051;"Договор 2954, 2019 г.";"2954";1784
55.025298;36.467279;"Договор 2964, 2019 г.";"2964";1785
55.025151;36.467353;"Договор 2974, 2019 г.";"2974";1786
55.025355;36.467158;"Договор 2119, 2021 г.";"2119";1787
55.025249;36.467094;"Договор 2510";"2510";1788
55.025109;36.467402;"Договор 2519";"2519";1789
55.006464;36.465616;"Договор 2955, 2019 г.";"2955";1790
55.010815;36.460064;"Договор 2956, 2019 г.";"2956";1791
55.012985;36.460595;"Договор 2117, 2021 г.";"2117";1792
55.010618;36.459084;"Договор 2165, 2021 г.";"2165";1793
55.087986;36.611437;"Договор 2960, 2019 г.";"2960";1794
55.009830;36.469511;"Договор 2961, 2019 г.";"2961";1795
55.012823;36.478373;"Договор 2962, 2019 г.";"2962";1796
55.028605;36.471459;"Договор 2963, 2019 г.";"2963";1797
55.119012;36.578757;"Договор 2970, 2019 г.";"2970";1798
54.998818;36.452629;"Договор 2972, 2019 г.";"2972";1799
55.017647;36.487489;"Договор 2973, 2019 г.";"2973";1800
55.017963;36.472190;"Договор 2975, 2019 г.";"2975";1801
55.017916;36.472108;"Договор 2976, 2019 г.";"2976";1802
55.008651;36.464245;"Договор 2977, 2019 г.";"2977";1803
55.116660;36.580665;"Договор 2984, 2020 г.";"2984";1804
55.018596;36.488992;"Договор 2985, 2020 г.";"2985";1805
55.103844;36.598771;"Договор 2987, 2020 г.";"2987";1806
55.103858;36.598869;"Договор 3008, 2020 г.";"3008";1807
55.012693;36.460516;"Договор 2989, 2020 г.";"2989";1808
55.012656;36.460284;"Договор 2993, 2020 г.";"2993";1809
55.012551;36.460603;"Договор 2999, 2020 г.";"2999";1810
55.006838;36.439533;"Договор 2990, 2020 г.";"2990";1811
55.003289;36.444824;"Договор 2991, 2020 г.";"2991";1812
55.003265;36.444415;"Договор 3119, 2021 г.";"3119";1813
55.009801;36.469451;"Договор 2994, 2020 г.";"2994";1814
55.009896;36.469380;"Договор 2998, 2020 г.";"2998";1815
54.879029;36.672542;"Договор 2997, 2020 г.";"2997";1816
55.012079;36.459032;"Договор 3002, 2020 г.";"3002";1817
55.012173;36.459110;"Договор 2137, 2021 г.";"2137";1818
55.012269;36.459017;"Договор 2139, 2021 г.";"2139";1819
55.012264;36.458850;"Договор 2155, 2021 г.";"2155";1820
55.012059;36.459110;"Договор 2158, 2021 г.";"2158";1821
55.012272;36.458911;"Договор 2340";"2340";1822
55.003123;36.464555;"Договор 3003, 2020 г.";"3003";1823
55.007318;36.475967;"Договор 3005, 2020 г.";"3005";1824
55.017164;36.483902;"Договор 3006, 2020 г.";"3006";1825
55.008212;36.462163;"Договор 3009, 2020 г.";"3009";1826
55.007885;36.451572;"Договор 3010, 2020 г.";"3010";1827
55.027966;36.492798;"Договор 3013, 2020 г.";"3013";1828
55.027964;36.492855;"Договор 3031, 2020 г.";"3031";1829
55.028041;36.493041;"Договор 3103, 2020 г.";"3103";1830
55.028019;36.492924;"Договор 3108, 2020 г.";"3108";1831
